log_size,precomp,c,msm_time(ms)
19.0,19.0,9.0,1431.964
19.0,19.0,10.0,456.967
19.0,19.0,11.0,67.882
19.0,19.0,12.0,56.664
19.0,19.0,13.0,72.31
19.0,19.0,14.0,58.687
19.0,19.0,15.0,19.711
19.0,19.0,16.0,14.434
19.0,19.0,17.0,12.71
19.0,19.0,18.0,15.351
19.0,19.0,19.0,14.234
19.0,19.0,20.0,18.934
19.0,19.0,21.0,1294.764
19.0,19.0,22.0,42.071
19.0,19.0,23.0,1333.86
19.0,20.0,9.0,1436.385
19.0,20.0,10.0,465.529
19.0,20.0,11.0,64.174
19.0,20.0,12.0,52.097
19.0,20.0,13.0,83.676
19.0,20.0,14.0,48.003
19.0,20.0,15.0,18.664
19.0,20.0,16.0,16.466
19.0,20.0,17.0,15.661
19.0,20.0,18.0,16.24
19.0,20.0,19.0,15.432
19.0,20.0,20.0,16.628
19.0,20.0,21.0,1292.326
19.0,20.0,22.0,23.25
19.0,20.0,23.0,1331.752
19.0,21.0,9.0,1432.429
19.0,21.0,10.0,461.796
19.0,21.0,11.0,69.67
19.0,21.0,12.0,62.129
19.0,21.0,13.0,75.704
19.0,21.0,14.0,54.065
19.0,21.0,15.0,16.011
19.0,21.0,16.0,16.737
19.0,21.0,17.0,14.972
19.0,21.0,18.0,14.935
19.0,21.0,19.0,14.006
19.0,21.0,20.0,17.649
19.0,21.0,21.0,1292.793
19.0,21.0,22.0,25.178
19.0,21.0,23.0,1334.958
19.0,22.0,9.0,1435.659
19.0,22.0,10.0,461.039
19.0,22.0,11.0,71.359
19.0,22.0,12.0,80.928
19.0,22.0,13.0,76.666
19.0,22.0,14.0,47.469
19.0,22.0,15.0,17.159
19.0,22.0,16.0,24.662
19.0,22.0,17.0,14.729
19.0,22.0,18.0,16.293
19.0,22.0,19.0,14.792
19.0,22.0,20.0,17.812
19.0,22.0,21.0,1301.007
19.0,22.0,22.0,33.792
19.0,22.0,23.0,1327.189
19.0,23.0,9.0,1429.763
19.0,23.0,10.0,459.918
19.0,23.0,11.0,72.509
19.0,23.0,12.0,79.98
19.0,23.0,13.0,79.512
19.0,23.0,14.0,47.248
19.0,23.0,15.0,15.776
19.0,23.0,16.0,19.118
19.0,23.0,17.0,15.301
19.0,23.0,18.0,14.96
19.0,23.0,19.0,14.515
19.0,23.0,20.0,17.331
19.0,23.0,21.0,1294.898
19.0,23.0,22.0,28.558
19.0,23.0,23.0,1328.385
19.0,24.0,9.0,1433.339
19.0,24.0,10.0,460.045
19.0,24.0,11.0,86.638
19.0,24.0,12.0,82.628
19.0,24.0,13.0,78.845
19.0,24.0,14.0,52.589
19.0,24.0,15.0,18.801
19.0,24.0,16.0,13.156
19.0,24.0,17.0,14.818
19.0,24.0,18.0,14.766
19.0,24.0,19.0,14.804
19.0,24.0,20.0,18.613
19.0,24.0,21.0,1292.46
19.0,24.0,22.0,22.474
19.0,24.0,23.0,1346.542
20.0,7.0,9.0,197.6
20.0,7.0,10.0,144.772
20.0,7.0,11.0,73.819
20.0,7.0,12.0,104.443
20.0,7.0,13.0,89.666
20.0,7.0,14.0,31.58
20.0,7.0,15.0,37.454
20.0,7.0,16.0,33.962
20.0,7.0,17.0,31.275
20.0,7.0,18.0,29.182
20.0,7.0,19.0,30.202
20.0,7.0,20.0,34.618
20.0,7.0,21.0,2592.506
20.0,7.0,22.0,48.366
20.0,7.0,23.0,2659.493
20.0,8.0,9.0,246.406
20.0,8.0,10.0,145.563
20.0,8.0,11.0,83.865
20.0,8.0,12.0,102.198
20.0,8.0,13.0,90.316
20.0,8.0,14.0,34.541
20.0,8.0,15.0,31.285
20.0,8.0,16.0,30.963
20.0,8.0,17.0,30.245
20.0,8.0,18.0,31.744
20.0,8.0,19.0,32.03
20.0,8.0,20.0,34.007
20.0,8.0,21.0,2597.762
20.0,8.0,22.0,59.383
20.0,8.0,23.0,2671.431
20.0,9.0,9.0,250.634
20.0,9.0,10.0,757.847
20.0,9.0,11.0,85.984
20.0,9.0,12.0,101.94
20.0,9.0,13.0,121.141
20.0,9.0,14.0,33.029
20.0,9.0,15.0,32.002
20.0,9.0,16.0,33.017
20.0,9.0,17.0,32.375
20.0,9.0,18.0,29.678
20.0,9.0,19.0,27.827
20.0,9.0,20.0,32.73
20.0,9.0,21.0,2581.239
20.0,9.0,22.0,57.297
20.0,9.0,23.0,2655.537
20.0,10.0,9.0,308.412
20.0,10.0,10.0,825.592
20.0,10.0,11.0,91.185
20.0,10.0,12.0,99.111
20.0,10.0,13.0,115.271
20.0,10.0,14.0,33.691
20.0,10.0,15.0,30.913
20.0,10.0,16.0,31.464
20.0,10.0,17.0,29.123
20.0,10.0,18.0,27.77
20.0,10.0,19.0,28.232
20.0,10.0,20.0,35.412
20.0,10.0,21.0,2582.401
20.0,10.0,22.0,51.219
20.0,10.0,23.0,2655.745
20.0,11.0,9.0,297.81
20.0,11.0,10.0,887.266
20.0,11.0,11.0,97.878
20.0,11.0,12.0,106.713
20.0,11.0,13.0,136.609
20.0,11.0,14.0,36.208
20.0,11.0,15.0,34.039
20.0,11.0,16.0,31.405
20.0,11.0,17.0,35.361
20.0,11.0,18.0,33.114
20.0,11.0,19.0,25.497
20.0,11.0,20.0,33.072
20.0,11.0,21.0,2588.83
20.0,11.0,22.0,66.586
20.0,11.0,23.0,2651.656
20.0,12.0,9.0,316.277
20.0,12.0,10.0,879.889
20.0,12.0,11.0,104.48
20.0,12.0,12.0,110.133
20.0,12.0,13.0,137.763
20.0,12.0,14.0,39.097
20.0,12.0,15.0,34.055
20.0,12.0,16.0,28.0
20.0,12.0,17.0,85.88
20.0,12.0,18.0,36.278
20.0,12.0,19.0,29.338
20.0,12.0,20.0,33.667
20.0,12.0,21.0,2579.473
20.0,12.0,22.0,42.922
20.0,12.0,23.0,2635.173
20.0,13.0,9.0,335.497
20.0,13.0,10.0,927.987
20.0,13.0,11.0,103.526
20.0,13.0,12.0,105.798
20.0,13.0,13.0,135.832
20.0,13.0,14.0,33.231
20.0,13.0,15.0,31.934
20.0,13.0,16.0,30.06
20.0,13.0,17.0,33.571
20.0,13.0,18.0,27.962
20.0,13.0,19.0,27.976
20.0,13.0,20.0,34.316
20.0,13.0,21.0,2590.781
20.0,13.0,22.0,40.122
20.0,13.0,23.0,2654.472
20.0,14.0,9.0,350.92
20.0,14.0,10.0,930.081
20.0,14.0,11.0,116.143
20.0,14.0,12.0,103.544
20.0,14.0,13.0,137.151
20.0,14.0,14.0,84.321
20.0,14.0,15.0,32.161
20.0,14.0,16.0,31.496
20.0,14.0,17.0,29.453
20.0,14.0,18.0,30.181
20.0,14.0,19.0,26.313
20.0,14.0,20.0,26.54
20.0,14.0,21.0,2583.273
20.0,14.0,22.0,37.239
20.0,14.0,23.0,2638.267
20.0,15.0,9.0,406.134
20.0,15.0,10.0,918.436
20.0,15.0,11.0,119.662
20.0,15.0,12.0,104.16
20.0,15.0,13.0,145.143
20.0,15.0,14.0,83.081
20.0,15.0,15.0,30.356
20.0,15.0,16.0,41.706
20.0,15.0,17.0,28.997
20.0,15.0,18.0,26.312
20.0,15.0,19.0,34.777
20.0,15.0,20.0,30.36
20.0,15.0,21.0,2573.424
20.0,15.0,22.0,38.528
20.0,15.0,23.0,2641.543
20.0,16.0,9.0,423.41
20.0,16.0,10.0,924.788
20.0,16.0,11.0,128.167
20.0,16.0,12.0,108.7
20.0,16.0,13.0,140.249
20.0,16.0,14.0,84.593
20.0,16.0,15.0,31.337
20.0,16.0,16.0,42.417
20.0,16.0,17.0,30.747
20.0,16.0,18.0,28.33
20.0,16.0,19.0,26.955
20.0,16.0,20.0,31.693
20.0,16.0,21.0,2580.887
20.0,16.0,22.0,38.747
20.0,16.0,23.0,2638.709
20.0,17.0,9.0,440.015
20.0,17.0,10.0,923.569
20.0,17.0,11.0,134.045
20.0,17.0,12.0,105.908
20.0,17.0,13.0,156.127
20.0,17.0,14.0,94.522
20.0,17.0,15.0,36.655
20.0,17.0,16.0,31.468
20.0,17.0,17.0,29.079
20.0,17.0,18.0,31.814
20.0,17.0,19.0,32.461
20.0,17.0,20.0,27.366
20.0,17.0,21.0,2576.654
20.0,17.0,22.0,38.767
20.0,17.0,23.0,2626.79
20.0,18.0,9.0,2857.719
20.0,18.0,10.0,922.0
20.0,18.0,11.0,146.082
20.0,18.0,12.0,104.157
20.0,18.0,13.0,166.662
20.0,18.0,14.0,89.711
20.0,18.0,15.0,33.268
20.0,18.0,16.0,32.47
20.0,18.0,17.0,29.487
20.0,18.0,18.0,27.566
20.0,18.0,19.0,27.767
20.0,18.0,20.0,36.755
20.0,18.0,21.0,2578.131
20.0,18.0,22.0,48.643
20.0,18.0,23.0,2655.651
20.0,19.0,9.0,2886.003
20.0,19.0,10.0,927.376
20.0,19.0,11.0,132.777
20.0,19.0,12.0,105.908
20.0,19.0,13.0,136.395
20.0,19.0,14.0,99.45
20.0,19.0,15.0,32.674
20.0,19.0,16.0,29.85
20.0,19.0,17.0,28.649
20.0,19.0,18.0,27.567
20.0,19.0,19.0,27.981
20.0,19.0,20.0,30.978
20.0,19.0,21.0,2576.125
20.0,19.0,22.0,37.472
20.0,19.0,23.0,2636.718
20.0,20.0,9.0,2847.889
20.0,20.0,10.0,929.85
20.0,20.0,11.0,145.047
20.0,20.0,12.0,105.898
20.0,20.0,13.0,151.563
20.0,20.0,14.0,96.169
20.0,20.0,15.0,34.672
20.0,20.0,16.0,28.748
20.0,20.0,17.0,29.091
20.0,20.0,18.0,27.527
20.0,20.0,19.0,30.403
20.0,20.0,20.0,26.354
20.0,20.0,21.0,2576.198
20.0,20.0,22.0,37.0
20.0,20.0,23.0,2641.955
20.0,21.0,9.0,2853.885
20.0,21.0,10.0,943.482
20.0,21.0,11.0,141.351
20.0,21.0,12.0,125.823
20.0,21.0,13.0,149.19
20.0,21.0,14.0,94.986
20.0,21.0,15.0,28.082
20.0,21.0,16.0,29.116
20.0,21.0,17.0,28.959
20.0,21.0,18.0,27.858
20.0,21.0,19.0,26.267
20.0,21.0,20.0,26.115
20.0,21.0,21.0,2583.645
20.0,21.0,22.0,38.407
20.0,21.0,23.0,2635.368
20.0,22.0,9.0,2863.002
20.0,22.0,10.0,922.045
20.0,22.0,11.0,141.867
20.0,22.0,12.0,156.471
20.0,22.0,13.0,148.35
20.0,22.0,14.0,94.172
20.0,22.0,15.0,37.165
20.0,22.0,16.0,30.309
20.0,22.0,17.0,33.012
20.0,22.0,18.0,27.02
20.0,22.0,19.0,31.02
20.0,22.0,20.0,26.548
20.0,22.0,21.0,2583.886
20.0,22.0,22.0,38.387
20.0,22.0,23.0,2638.759
20.0,23.0,9.0,2882.421
20.0,23.0,10.0,926.299
20.0,23.0,11.0,147.364
20.0,23.0,12.0,158.396
20.0,23.0,13.0,149.259
20.0,23.0,14.0,92.967
20.0,23.0,15.0,30.134
20.0,23.0,16.0,30.5
20.0,23.0,17.0,29.718
20.0,23.0,18.0,27.915
20.0,23.0,19.0,37.492
20.0,23.0,20.0,26.5
20.0,23.0,21.0,2581.323
20.0,23.0,22.0,37.607
20.0,23.0,23.0,2633.233
20.0,24.0,9.0,2860.776
20.0,24.0,10.0,921.737
20.0,24.0,11.0,177.533
20.0,24.0,12.0,159.666
20.0,24.0,13.0,148.957
20.0,24.0,14.0,95.431
20.0,24.0,15.0,32.89
20.0,24.0,16.0,31.135
20.0,24.0,17.0,28.74
20.0,24.0,18.0,27.317
20.0,24.0,19.0,36.409
20.0,24.0,20.0,27.581
20.0,24.0,21.0,2604.334
20.0,24.0,22.0,37.983
20.0,24.0,23.0,2642.575
21.0,7.0,9.0,401.471
21.0,7.0,10.0,284.984
21.0,7.0,11.0,143.469
21.0,7.0,12.0,196.87
21.0,7.0,13.0,175.703
21.0,7.0,14.0,63.838
21.0,7.0,15.0,58.629
21.0,7.0,16.0,61.966
21.0,7.0,17.0,59.809
21.0,7.0,18.0,52.449
21.0,7.0,19.0,52.903
21.0,7.0,20.0,50.81
21.0,7.0,21.0,63.544
21.0,7.0,22.0,74.325
21.0,7.0,23.0,5267.218
21.0,8.0,9.0,497.563
21.0,8.0,10.0,284.901
21.0,8.0,11.0,164.872
21.0,8.0,12.0,206.9
21.0,8.0,13.0,173.843
21.0,8.0,14.0,76.74
21.0,8.0,15.0,59.834
21.0,8.0,16.0,59.718
21.0,8.0,17.0,56.09
21.0,8.0,18.0,53.846
21.0,8.0,19.0,54.39
21.0,8.0,20.0,52.084
21.0,8.0,21.0,69.827
21.0,8.0,22.0,75.092
21.0,8.0,23.0,5275.722
21.0,9.0,9.0,502.951
21.0,9.0,10.0,1532.632
21.0,9.0,11.0,172.648
21.0,9.0,12.0,198.37
21.0,9.0,13.0,217.049
21.0,9.0,14.0,65.983
21.0,9.0,15.0,61.727
21.0,9.0,16.0,55.4
21.0,9.0,17.0,52.882
21.0,9.0,18.0,52.933
21.0,9.0,19.0,54.22
21.0,9.0,20.0,51.837
21.0,9.0,21.0,66.043
21.0,9.0,22.0,75.364
21.0,9.0,23.0,5268.788
21.0,10.0,9.0,564.905
21.0,10.0,10.0,1635.378
21.0,10.0,11.0,176.306
21.0,10.0,12.0,200.599
21.0,10.0,13.0,227.397
21.0,10.0,14.0,64.713
21.0,10.0,15.0,85.151
21.0,10.0,16.0,57.874
21.0,10.0,17.0,54.879
21.0,10.0,18.0,54.098
21.0,10.0,19.0,52.22
21.0,10.0,20.0,51.96
21.0,10.0,21.0,70.899
21.0,10.0,22.0,74.49
21.0,10.0,23.0,5271.894
21.0,11.0,9.0,620.092
21.0,11.0,10.0,1767.428
21.0,11.0,11.0,174.146
21.0,11.0,12.0,216.808
21.0,11.0,13.0,270.332
21.0,11.0,14.0,67.738
21.0,11.0,15.0,61.843
21.0,11.0,16.0,57.674
21.0,11.0,17.0,54.228
21.0,11.0,18.0,53.624
21.0,11.0,19.0,53.064
21.0,11.0,20.0,51.847
21.0,11.0,21.0,63.807
21.0,11.0,22.0,80.601
21.0,11.0,23.0,5268.46
21.0,12.0,9.0,634.327
21.0,12.0,10.0,1767.354
21.0,12.0,11.0,200.251
21.0,12.0,12.0,208.549
21.0,12.0,13.0,267.932
21.0,12.0,14.0,66.117
21.0,12.0,15.0,62.857
21.0,12.0,16.0,57.143
21.0,12.0,17.0,59.621
21.0,12.0,18.0,52.317
21.0,12.0,19.0,54.582
21.0,12.0,20.0,51.105
21.0,12.0,21.0,64.573
21.0,12.0,22.0,64.126
21.0,12.0,23.0,5249.619
21.0,13.0,9.0,666.643
21.0,13.0,10.0,1838.05
21.0,13.0,11.0,218.62
21.0,13.0,12.0,213.736
21.0,13.0,13.0,269.27
21.0,13.0,14.0,63.658
21.0,13.0,15.0,60.6
21.0,13.0,16.0,57.966
21.0,13.0,17.0,54.133
21.0,13.0,18.0,53.386
21.0,13.0,19.0,52.76
21.0,13.0,20.0,49.654
21.0,13.0,21.0,52.234
21.0,13.0,22.0,57.974
21.0,13.0,23.0,5267.925
21.0,14.0,9.0,711.256
21.0,14.0,10.0,1841.671
21.0,14.0,11.0,230.065
21.0,14.0,12.0,208.913
21.0,14.0,13.0,270.107
21.0,14.0,14.0,165.256
21.0,14.0,15.0,61.195
21.0,14.0,16.0,59.912
21.0,14.0,17.0,54.402
21.0,14.0,18.0,53.591
21.0,14.0,19.0,53.231
21.0,14.0,20.0,51.641
21.0,14.0,21.0,51.818
21.0,14.0,22.0,64.484
21.0,14.0,23.0,5267.927
21.0,15.0,9.0,816.077
21.0,15.0,10.0,1835.637
21.0,15.0,11.0,225.538
21.0,15.0,12.0,210.657
21.0,15.0,13.0,267.682
21.0,15.0,14.0,163.763
21.0,15.0,15.0,63.121
21.0,15.0,16.0,58.627
21.0,15.0,17.0,56.218
21.0,15.0,18.0,53.022
21.0,15.0,19.0,51.396
21.0,15.0,20.0,54.496
21.0,15.0,21.0,51.832
21.0,15.0,22.0,65.625
21.0,15.0,23.0,5245.933
21.0,16.0,9.0,864.172
21.0,16.0,10.0,1844.605
21.0,16.0,11.0,241.487
21.0,16.0,12.0,223.542
21.0,16.0,13.0,272.311
21.0,16.0,14.0,166.252
21.0,16.0,15.0,60.998
21.0,16.0,16.0,60.035
21.0,16.0,17.0,58.872
21.0,16.0,18.0,55.253
21.0,16.0,19.0,51.637
21.0,16.0,20.0,50.834
21.0,16.0,21.0,49.966
21.0,16.0,22.0,74.491
21.0,16.0,23.0,5300.825
21.0,17.0,9.0,886.606
21.0,17.0,10.0,1842.074
21.0,17.0,11.0,264.22
21.0,17.0,12.0,212.496
21.0,17.0,13.0,275.742
21.0,17.0,14.0,176.975
21.0,17.0,15.0,62.014
21.0,17.0,16.0,59.586
21.0,17.0,17.0,52.262
21.0,17.0,18.0,53.584
21.0,17.0,19.0,52.089
21.0,17.0,20.0,57.836
21.0,17.0,21.0,51.777
21.0,17.0,22.0,68.005
21.0,17.0,23.0,5264.061
21.0,18.0,9.0,5712.452
21.0,18.0,10.0,1842.142
21.0,18.0,11.0,269.489
21.0,18.0,12.0,207.128
21.0,18.0,13.0,270.584
21.0,18.0,14.0,186.214
21.0,18.0,15.0,59.566
21.0,18.0,16.0,60.335
21.0,18.0,17.0,56.087
21.0,18.0,18.0,54.174
21.0,18.0,19.0,53.581
21.0,18.0,20.0,52.531
21.0,18.0,21.0,49.801
21.0,18.0,22.0,66.97
21.0,18.0,23.0,5256.142
21.0,19.0,9.0,5714.808
21.0,19.0,10.0,1844.225
21.0,19.0,11.0,256.952
21.0,19.0,12.0,211.852
21.0,19.0,13.0,269.934
21.0,19.0,14.0,192.919
21.0,19.0,15.0,62.691
21.0,19.0,16.0,61.655
21.0,19.0,17.0,61.777
21.0,19.0,18.0,53.876
21.0,19.0,19.0,52.462
21.0,19.0,20.0,55.603
21.0,19.0,21.0,50.332
21.0,19.0,22.0,65.225
21.0,19.0,23.0,5272.179
21.0,20.0,9.0,5721.654
21.0,20.0,10.0,1848.622
21.0,20.0,11.0,270.811
21.0,20.0,12.0,213.068
21.0,20.0,13.0,292.938
21.0,20.0,14.0,193.007
21.0,20.0,15.0,63.407
21.0,20.0,16.0,58.609
21.0,20.0,17.0,55.192
21.0,20.0,18.0,50.636
21.0,20.0,19.0,52.589
21.0,20.0,20.0,50.838
21.0,20.0,21.0,51.689
21.0,20.0,22.0,65.319
21.0,20.0,23.0,5257.174
21.0,21.0,9.0,5719.312
21.0,21.0,10.0,1838.353
21.0,21.0,11.0,264.986
21.0,21.0,12.0,257.792
21.0,21.0,13.0,295.639
21.0,21.0,14.0,192.661
21.0,21.0,15.0,63.778
21.0,21.0,16.0,62.35
21.0,21.0,17.0,55.449
21.0,21.0,18.0,52.756
21.0,21.0,19.0,47.912
21.0,21.0,20.0,50.48
21.0,21.0,21.0,49.79
21.0,21.0,22.0,64.659
21.0,21.0,23.0,5245.937
21.0,22.0,9.0,5718.821
21.0,22.0,10.0,1848.621
21.0,22.0,11.0,285.186
21.0,22.0,12.0,315.188
21.0,22.0,13.0,295.653
21.0,22.0,14.0,189.918
21.0,22.0,15.0,62.388
21.0,22.0,16.0,57.191
21.0,22.0,17.0,56.892
21.0,22.0,18.0,54.638
21.0,22.0,19.0,52.512
21.0,22.0,20.0,56.701
21.0,22.0,21.0,68.048
21.0,22.0,22.0,67.992
21.0,22.0,23.0,5251.677
21.0,23.0,9.0,5718.757
21.0,23.0,10.0,1846.724
21.0,23.0,11.0,292.959
21.0,23.0,12.0,316.262
21.0,23.0,13.0,297.578
21.0,23.0,14.0,191.49
21.0,23.0,15.0,63.695
21.0,23.0,16.0,58.864
21.0,23.0,17.0,54.802
21.0,23.0,18.0,53.758
21.0,23.0,19.0,53.795
21.0,23.0,20.0,50.945
21.0,23.0,21.0,51.621
21.0,23.0,22.0,67.606
21.0,23.0,23.0,5257.176
21.0,24.0,9.0,5718.979
21.0,24.0,10.0,1842.524
21.0,24.0,11.0,364.074
21.0,24.0,12.0,316.494
21.0,24.0,13.0,307.957
21.0,24.0,14.0,186.739
21.0,24.0,15.0,63.69
21.0,24.0,16.0,59.116
21.0,24.0,17.0,48.147
21.0,24.0,18.0,54.524
21.0,24.0,19.0,52.895
21.0,24.0,20.0,51.17
21.0,24.0,21.0,50.159
21.0,24.0,22.0,65.877
21.0,24.0,23.0,5261.011
22.0,7.0,9.0,836.727
22.0,7.0,10.0,563.866
22.0,7.0,11.0,287.563
22.0,7.0,12.0,384.778
22.0,7.0,13.0,351.856
22.0,7.0,14.0,119.5
22.0,7.0,15.0,115.683
22.0,7.0,16.0,113.336
22.0,7.0,17.0,107.837
22.0,7.0,18.0,110.268
22.0,7.0,19.0,101.985
22.0,7.0,20.0,100.749
22.0,7.0,21.0,103.485
22.0,7.0,22.0,132.073
22.0,7.0,23.0,10503.61
22.0,8.0,9.0,992.236
22.0,8.0,10.0,567.758
22.0,8.0,11.0,322.883
22.0,8.0,12.0,416.507
22.0,8.0,13.0,344.716
22.0,8.0,14.0,128.5
22.0,8.0,15.0,115.312
22.0,8.0,16.0,115.883
22.0,8.0,17.0,110.164
22.0,8.0,18.0,106.699
22.0,8.0,19.0,98.485
22.0,8.0,20.0,98.928
22.0,8.0,21.0,101.632
22.0,8.0,22.0,130.503
22.0,8.0,23.0,10503.209
22.0,9.0,9.0,995.854
22.0,9.0,10.0,3049.488
22.0,9.0,11.0,336.282
22.0,9.0,12.0,399.399
22.0,9.0,13.0,436.98
22.0,9.0,14.0,132.613
22.0,9.0,15.0,123.217
22.0,9.0,16.0,110.434
22.0,9.0,17.0,111.907
22.0,9.0,18.0,108.026
22.0,9.0,19.0,104.228
22.0,9.0,20.0,102.551
22.0,9.0,21.0,99.764
22.0,9.0,22.0,132.391
22.0,9.0,23.0,10508.063
22.0,10.0,9.0,1156.53
22.0,10.0,10.0,3262.805
22.0,10.0,11.0,355.607
22.0,10.0,12.0,396.014
22.0,10.0,13.0,453.897
22.0,10.0,14.0,130.75
22.0,10.0,15.0,117.093
22.0,10.0,16.0,111.262
22.0,10.0,17.0,112.377
22.0,10.0,18.0,103.906
22.0,10.0,19.0,120.501
22.0,10.0,20.0,99.952
22.0,10.0,21.0,103.566
22.0,10.0,22.0,129.066
22.0,10.0,23.0,10493.949
22.0,11.0,9.0,1231.653
22.0,11.0,10.0,3514.865
22.0,11.0,11.0,362.52
22.0,11.0,12.0,416.109
22.0,11.0,13.0,537.176
22.0,11.0,14.0,131.672
22.0,11.0,15.0,120.125
22.0,11.0,16.0,113.113
22.0,11.0,17.0,109.44
22.0,11.0,18.0,109.879
22.0,11.0,19.0,102.456
22.0,11.0,20.0,101.317
22.0,11.0,21.0,87.715
22.0,11.0,22.0,127.31
22.0,11.0,23.0,10498.847
22.0,12.0,9.0,1281.159
22.0,12.0,10.0,3502.947
22.0,12.0,11.0,418.133
22.0,12.0,12.0,427.758
22.0,12.0,13.0,533.963
22.0,12.0,14.0,133.348
22.0,12.0,15.0,117.863
22.0,12.0,16.0,101.16
22.0,12.0,17.0,115.983
22.0,12.0,18.0,106.294
22.0,12.0,19.0,101.58
22.0,12.0,20.0,97.159
22.0,12.0,21.0,100.888
22.0,12.0,22.0,101.041
22.0,12.0,23.0,10473.674
22.0,13.0,9.0,1445.71
22.0,13.0,10.0,3686.545
22.0,13.0,11.0,443.922
22.0,13.0,12.0,410.362
22.0,13.0,13.0,534.522
22.0,13.0,14.0,129.837
22.0,13.0,15.0,119.125
22.0,13.0,16.0,111.985
22.0,13.0,17.0,107.919
22.0,13.0,18.0,108.211
22.0,13.0,19.0,101.308
22.0,13.0,20.0,99.212
22.0,13.0,21.0,96.645
22.0,13.0,22.0,111.829
22.0,13.0,23.0,10484.116
22.0,14.0,9.0,1395.32
22.0,14.0,10.0,3678.474
22.0,14.0,11.0,455.997
22.0,14.0,12.0,418.627
22.0,14.0,13.0,533.261
22.0,14.0,14.0,327.602
22.0,14.0,15.0,120.261
22.0,14.0,16.0,116.741
22.0,14.0,17.0,106.785
22.0,14.0,18.0,106.03
22.0,14.0,19.0,102.01
22.0,14.0,20.0,98.38
22.0,14.0,21.0,99.499
22.0,14.0,22.0,102.151
22.0,14.0,23.0,10492.08
22.0,15.0,9.0,1619.875
22.0,15.0,10.0,3689.48
22.0,15.0,11.0,466.549
22.0,15.0,12.0,416.616
22.0,15.0,13.0,541.201
22.0,15.0,14.0,330.73
22.0,15.0,15.0,119.615
22.0,15.0,16.0,110.74
22.0,15.0,17.0,114.154
22.0,15.0,18.0,107.297
22.0,15.0,19.0,101.042
22.0,15.0,20.0,96.078
22.0,15.0,21.0,97.533
22.0,15.0,22.0,111.008
22.0,15.0,23.0,10493.79
22.0,16.0,9.0,1687.407
22.0,16.0,10.0,3685.214
22.0,16.0,11.0,490.329
22.0,16.0,12.0,419.492
22.0,16.0,13.0,538.901
22.0,16.0,14.0,332.956
22.0,16.0,15.0,122.314
22.0,16.0,16.0,116.505
22.0,16.0,17.0,101.877
22.0,16.0,18.0,108.287
22.0,16.0,19.0,108.0
22.0,16.0,20.0,97.77
22.0,16.0,21.0,96.802
22.0,16.0,22.0,98.332
22.0,16.0,23.0,10498.51
22.0,17.0,9.0,1744.461
22.0,17.0,10.0,3676.023
22.0,17.0,11.0,479.897
22.0,17.0,12.0,419.39
22.0,17.0,13.0,536.619
22.0,17.0,14.0,366.801
22.0,17.0,15.0,123.626
22.0,17.0,16.0,115.266
22.0,17.0,17.0,108.25
22.0,17.0,18.0,104.904
22.0,17.0,19.0,104.765
22.0,17.0,20.0,98.369
22.0,17.0,21.0,99.154
22.0,17.0,22.0,95.716
22.0,17.0,23.0,10489.926
22.0,18.0,9.0,11434.496
22.0,18.0,10.0,3787.457
22.0,18.0,11.0,522.764
22.0,18.0,12.0,413.276
22.0,18.0,13.0,542.237
22.0,18.0,14.0,356.754
22.0,18.0,15.0,124.116
22.0,18.0,16.0,113.564
22.0,18.0,17.0,109.296
22.0,18.0,18.0,106.404
22.0,18.0,19.0,101.283
22.0,18.0,20.0,97.337
22.0,18.0,21.0,97.674
22.0,18.0,22.0,103.932
22.0,18.0,23.0,10469.738
22.0,19.0,9.0,11432.82
22.0,19.0,10.0,3680.566
22.0,19.0,11.0,534.42
22.0,19.0,12.0,436.41
22.0,19.0,13.0,553.103
22.0,19.0,14.0,375.215
22.0,19.0,15.0,119.861
22.0,19.0,16.0,115.767
22.0,19.0,17.0,121.563
22.0,19.0,18.0,106.533
22.0,19.0,19.0,100.352
22.0,19.0,20.0,96.731
22.0,19.0,21.0,95.867
22.0,19.0,22.0,104.221
22.0,19.0,23.0,10475.667
22.0,20.0,9.0,11440.101
22.0,20.0,10.0,3675.82
22.0,20.0,11.0,544.692
22.0,20.0,12.0,417.536
22.0,20.0,13.0,585.31
22.0,20.0,14.0,385.833
22.0,20.0,15.0,124.941
22.0,20.0,16.0,121.356
22.0,20.0,17.0,107.215
22.0,20.0,18.0,107.848
22.0,20.0,19.0,103.272
22.0,20.0,20.0,99.378
22.0,20.0,21.0,97.233
22.0,20.0,22.0,107.787
22.0,20.0,23.0,10475.93
22.0,21.0,9.0,11433.546
22.0,21.0,10.0,3686.112
22.0,21.0,11.0,550.376
22.0,21.0,12.0,496.954
22.0,21.0,13.0,585.345
22.0,21.0,14.0,374.494
22.0,21.0,15.0,120.699
22.0,21.0,16.0,114.554
22.0,21.0,17.0,109.355
22.0,21.0,18.0,106.263
22.0,21.0,19.0,103.594
22.0,21.0,20.0,99.139
22.0,21.0,21.0,98.238
22.0,21.0,22.0,104.999
22.0,21.0,23.0,10494.159
22.0,22.0,9.0,11433.818
22.0,22.0,10.0,3705.505
22.0,22.0,11.0,572.56
22.0,22.0,12.0,649.63
22.0,22.0,13.0,608.839
22.0,22.0,14.0,373.247
22.0,22.0,15.0,121.452
22.0,22.0,16.0,142.694
22.0,22.0,17.0,106.472
